               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  10,            0.030817,            0.007065,            0.012103,             0.45117,             0.93775,             0.77105,             0.41342,            0.028585,            0.007271,            0.012641,           0.0095545,           0.0095545,           0.0095545
                  11,             0.03113,           0.0073028,            0.013077,             0.64639,             0.92302,             0.81791,             0.39885,             0.02714,           0.0070263,            0.011614,            0.009505,            0.009505,            0.009505
                  12,             0.02863,           0.0065248,            0.010728,             0.77639,             0.83575,             0.86849,             0.53284,             0.02541,             0.00654,            0.010848,           0.0094555,           0.0094555,           0.0094555
                  13,            0.029213,           0.0064056,            0.010965,              0.7296,             0.96053,             0.93536,             0.57119,            0.024127,           0.0063748,            0.010127,            0.009406,            0.009406,            0.009406
                  14,            0.026913,            0.006104,           0.0095131,             0.89336,             0.94016,             0.97199,             0.66947,            0.020503,           0.0062575,           0.0091871,           0.0093565,           0.0093565,           0.0093565
                  15,            0.026466,            0.006087,           0.0091754,             0.96082,             0.93349,             0.97419,             0.63151,            0.024772,           0.0061179,           0.0078013,            0.009307,            0.009307,            0.009307
                  16,              0.0244,           0.0058233,           0.0068811,             0.94571,             0.95517,             0.97058,             0.56209,            0.023447,           0.0061574,           0.0069423,           0.0092575,           0.0092575,           0.0092575
                  17,            0.025003,           0.0059973,           0.0065991,              0.9314,             0.98638,             0.98718,             0.66936,            0.022845,           0.0058309,           0.0065634,            0.009208,            0.009208,            0.009208
                  18,            0.021886,           0.0056661,           0.0066246,             0.90813,             0.94508,             0.97569,             0.65137,            0.019585,           0.0059644,           0.0060412,           0.0091585,           0.0091585,           0.0091585
                  19,             0.02387,           0.0056467,           0.0078207,             0.98125,             0.96739,             0.97788,             0.64729,            0.021299,           0.0056304,           0.0046009,            0.009109,            0.009109,            0.009109
                  20,            0.023034,           0.0054854,           0.0050076,             0.96797,              0.9999,             0.99398,             0.74094,            0.017574,           0.0055031,            0.004624,           0.0090595,           0.0090595,           0.0090595
                  21,            0.021339,           0.0053218,           0.0045928,             0.99041,             0.96423,             0.99263,             0.73586,            0.017364,           0.0055683,           0.0037125,             0.00901,             0.00901,             0.00901
                  22,            0.022319,           0.0054832,           0.0042134,             0.96091,             0.94666,             0.97465,              0.6928,            0.021193,           0.0054688,           0.0033866,           0.0089605,           0.0089605,           0.0089605
                  23,            0.023919,           0.0053671,           0.0045786,             0.98989,             0.99038,             0.99193,             0.69596,            0.022363,           0.0054642,            0.003974,            0.008911,            0.008911,            0.008911
                  24,            0.021234,           0.0055196,           0.0049987,             0.99582,              0.9693,             0.99218,             0.75141,            0.017674,           0.0053006,           0.0037666,           0.0088615,           0.0088615,           0.0088615
                  25,            0.026302,           0.0051503,           0.0047261,             0.99912,             0.96301,             0.98544,             0.78457,             0.02151,           0.0051565,           0.0033791,            0.008812,            0.008812,            0.008812
                  26,             0.02555,           0.0050837,           0.0045157,             0.99209,             0.98642,             0.98879,             0.70767,            0.024097,           0.0050615,           0.0030325,           0.0087625,           0.0087625,           0.0087625
                  27,            0.027501,           0.0050295,           0.0041209,             0.97664,             0.97522,             0.99283,             0.76663,            0.020535,           0.0049791,           0.0031973,            0.008713,            0.008713,            0.008713
                  28,            0.028404,            0.005221,           0.0061439,              0.9752,             0.98077,             0.98707,             0.76366,            0.020543,           0.0052289,           0.0034462,           0.0086635,           0.0086635,           0.0086635
                  29,            0.024491,           0.0052741,           0.0047522,             0.99588,             0.94916,             0.98023,             0.70702,            0.021218,           0.0056031,           0.0037272,            0.008614,            0.008614,            0.008614
                  30,            0.021954,           0.0052325,           0.0040566,             0.96712,             0.96761,             0.98872,             0.70553,            0.017695,           0.0054287,           0.0030755,           0.0085645,           0.0085645,           0.0085645
                  31,            0.021196,           0.0050192,            0.004973,             0.99867,              0.9116,             0.98594,             0.74639,            0.017697,           0.0053035,           0.0031741,            0.008515,            0.008515,            0.008515
                  32,            0.020211,           0.0052831,           0.0040532,               0.943,             0.93182,             0.96533,             0.73842,            0.016229,           0.0055439,           0.0029709,           0.0084655,           0.0084655,           0.0084655
                  33,            0.023378,           0.0052139,            0.005443,             0.98656,             0.95737,             0.98534,             0.73338,            0.016491,           0.0052063,           0.0023021,            0.008416,            0.008416,            0.008416
                  34,            0.021941,           0.0051376,           0.0031225,             0.98001,             0.97115,             0.98808,             0.74024,            0.018368,           0.0053358,           0.0027291,           0.0083665,           0.0083665,           0.0083665
                  35,             0.01863,            0.005103,           0.0037889,             0.98779,             0.98872,             0.99345,              0.7964,            0.014335,           0.0050382,           0.0026427,            0.008317,            0.008317,            0.008317
                  36,            0.020359,           0.0049175,           0.0030523,             0.97741,             0.97502,              0.9878,             0.74437,            0.018169,           0.0052527,           0.0020773,           0.0082675,           0.0082675,           0.0082675
                  37,            0.019978,           0.0046529,           0.0033019,             0.99209,              0.9518,             0.98685,             0.79046,            0.013242,            0.005011,           0.0020842,            0.008218,            0.008218,            0.008218
                  38,            0.018296,            0.004778,           0.0028125,             0.98996,             0.94187,              0.9775,             0.73607,            0.017883,           0.0053825,           0.0025021,           0.0081685,           0.0081685,           0.0081685
                  39,            0.022644,           0.0048199,            0.003589,             0.95298,             0.96584,              0.9703,             0.73441,            0.018735,           0.0055108,           0.0031241,            0.008119,            0.008119,            0.008119
                  40,            0.018525,           0.0049574,           0.0042391,             0.95994,             0.97889,             0.99051,             0.79453,            0.014825,           0.0048204,           0.0026674,           0.0080695,           0.0080695,           0.0080695
                  41,            0.017092,           0.0047952,           0.0032431,             0.95987,             0.97115,             0.97333,             0.76546,            0.015632,           0.0052584,           0.0021987,             0.00802,             0.00802,             0.00802
                  42,            0.018218,           0.0049429,           0.0028744,             0.97851,             0.93764,             0.94949,              0.7484,            0.015083,           0.0061593,           0.0024681,           0.0079705,           0.0079705,           0.0079705
                  43,            0.019133,           0.0052574,           0.0024778,             0.95931,             0.94396,             0.95575,             0.72689,            0.019556,           0.0062191,           0.0023412,            0.007921,            0.007921,            0.007921
                  44,            0.021782,            0.005071,           0.0037734,             0.99855,             0.93737,             0.98471,             0.71943,            0.016843,           0.0052298,           0.0027437,           0.0078715,           0.0078715,           0.0078715
                  45,            0.019045,           0.0049358,            0.003276,             0.96214,             0.95686,             0.97523,             0.76863,            0.015132,           0.0050684,           0.0024609,            0.007822,            0.007822,            0.007822
                  46,            0.018868,           0.0046778,            0.002821,              0.9857,             0.93524,             0.98216,              0.8033,            0.013091,           0.0048973,           0.0018104,           0.0077725,           0.0077725,           0.0077725
                  47,            0.017337,           0.0047747,           0.0018928,             0.96184,               0.958,              0.9855,             0.78154,            0.012898,           0.0048788,            0.001491,            0.007723,            0.007723,            0.007723
                  48,            0.016239,           0.0045964,           0.0016933,             0.96603,             0.97441,             0.98852,             0.80992,            0.016637,           0.0046321,           0.0014054,           0.0076735,           0.0076735,           0.0076735
                  49,            0.017032,           0.0044801,           0.0020033,             0.98362,             0.96761,             0.97245,             0.76203,             0.01477,           0.0049628,           0.0017629,            0.007624,            0.007624,            0.007624
                  50,            0.018708,            0.004398,           0.0027451,             0.93466,             0.99029,             0.98799,             0.80665,             0.01344,           0.0047112,           0.0019301,           0.0075745,           0.0075745,           0.0075745
                  51,            0.017713,           0.0042849,           0.0022161,              0.9859,             0.96662,             0.98846,              0.7766,            0.014363,           0.0046624,           0.0017557,            0.007525,            0.007525,            0.007525
                  52,             0.01562,           0.0043027,            0.001819,              0.9576,             0.99029,             0.99183,             0.79612,            0.014239,           0.0047397,           0.0017277,           0.0074755,           0.0074755,           0.0074755
                  53,            0.016577,           0.0041954,           0.0020302,             0.96187,             0.95799,             0.98379,             0.78722,            0.014076,            0.004781,           0.0017286,            0.007426,            0.007426,            0.007426
                  54,            0.019087,           0.0044158,           0.0026208,             0.98906,             0.95409,             0.98986,              0.7982,             0.01313,           0.0047829,           0.0021155,           0.0073765,           0.0073765,           0.0073765
                  55,            0.015569,           0.0043847,           0.0022573,              0.9473,             0.97365,             0.98686,             0.80353,            0.012406,           0.0047939,           0.0020032,            0.007327,            0.007327,            0.007327
                  56,            0.015863,           0.0045558,           0.0023973,             0.96256,             0.98631,             0.98802,             0.78086,            0.013559,           0.0047686,             0.00143,           0.0072775,           0.0072775,           0.0072775
                  57,            0.016641,             0.00422,           0.0020627,             0.98244,             0.98769,             0.99362,             0.78601,            0.014605,            0.004493,           0.0014292,            0.007228,            0.007228,            0.007228
                  58,            0.018286,            0.004349,           0.0022027,             0.97626,             0.98794,             0.99384,              0.7782,            0.014344,           0.0047391,           0.0019848,           0.0071785,           0.0071785,           0.0071785
                  59,            0.016097,           0.0044365,           0.0018443,             0.98128,             0.98663,             0.99299,             0.75869,            0.015012,           0.0047485,            0.001695,            0.007129,            0.007129,            0.007129
                  60,            0.016522,           0.0044063,           0.0024286,             0.97594,             0.96758,             0.99256,             0.81801,            0.012266,           0.0045885,           0.0014388,           0.0070795,           0.0070795,           0.0070795
                  61,              0.0162,           0.0044591,           0.0020235,             0.97564,             0.97536,             0.98848,             0.81762,            0.013264,            0.004694,           0.0011802,             0.00703,             0.00703,             0.00703
                  62,            0.016422,           0.0043926,           0.0019857,              0.9491,             0.98897,             0.98651,              0.7994,            0.011762,           0.0048411,           0.0014276,           0.0069805,           0.0069805,           0.0069805
                  63,            0.015062,           0.0044374,           0.0025257,             0.98397,             0.95822,              0.9854,             0.83227,            0.011675,           0.0044566,            0.001241,            0.006931,            0.006931,            0.006931
                  64,            0.014733,           0.0040728,           0.0015144,             0.96193,             0.98833,             0.99136,             0.82481,             0.01228,           0.0043167,           0.0012913,           0.0068815,           0.0068815,           0.0068815
                  65,            0.015333,           0.0040031,           0.0018366,             0.95945,             0.99033,             0.99187,             0.81421,            0.012131,           0.0045308,            0.001493,            0.006832,            0.006832,            0.006832
                  66,              0.0171,           0.0043226,           0.0030991,             0.93609,             0.99932,             0.99183,             0.83083,            0.011668,           0.0045357,           0.0015021,           0.0067825,           0.0067825,           0.0067825
                  67,            0.015919,           0.0039906,            0.002717,             0.99972,             0.94858,             0.97333,             0.81321,            0.010755,           0.0043653,           0.0013738,            0.006733,            0.006733,            0.006733
                  68,            0.014332,           0.0040815,           0.0019093,             0.97416,             0.96399,              0.9903,             0.81758,             0.01152,           0.0043727,            0.001286,           0.0066835,           0.0066835,           0.0066835
                  69,            0.013963,           0.0041111,           0.0014731,             0.99854,             0.95644,             0.98992,             0.82346,            0.012714,           0.0044379,           0.0011729,            0.006634,            0.006634,            0.006634
                  70,             0.01502,           0.0041721,           0.0018702,              0.9838,             0.95928,             0.99146,             0.83277,            0.010769,           0.0044919,           0.0012493,           0.0065845,           0.0065845,           0.0065845
                  71,            0.016232,           0.0039444,           0.0017176,             0.98479,             0.96353,             0.99283,             0.82365,            0.012513,           0.0044018,           0.0011989,            0.006535,            0.006535,            0.006535
                  72,            0.016443,           0.0042796,            0.002906,             0.98851,             0.97335,             0.99236,             0.82801,            0.010897,           0.0042458,           0.0012413,           0.0064855,           0.0064855,           0.0064855
                  73,            0.014569,           0.0040811,           0.0016206,             0.99881,             0.95932,             0.99177,             0.82704,            0.013124,           0.0042235,           0.0010812,            0.006436,            0.006436,            0.006436
                  74,            0.016524,           0.0041157,           0.0017946,             0.99126,             0.94861,             0.98957,             0.81948,            0.012237,           0.0042524,           0.0013804,           0.0063865,           0.0063865,           0.0063865
                  75,            0.015776,           0.0041583,           0.0022637,             0.94736,             0.99999,             0.99128,             0.81903,            0.012101,           0.0043663,           0.0013506,            0.006337,            0.006337,            0.006337
                  76,            0.014201,           0.0039127,           0.0019465,             0.98636,             0.97366,             0.99115,             0.84172,            0.011851,           0.0040107,           0.0011961,           0.0062875,           0.0062875,           0.0062875
                  77,            0.014226,           0.0038288,           0.0018801,              0.9882,             0.98453,             0.99336,             0.84401,            0.013021,            0.003994,           0.0012665,            0.006238,            0.006238,            0.006238
                  78,            0.015841,           0.0039787,           0.0022959,             0.96895,                   1,             0.99373,             0.83448,            0.011938,           0.0041468,           0.0012779,           0.0061885,           0.0061885,           0.0061885
                  79,            0.012376,           0.0040552,            0.001442,             0.98616,             0.98391,             0.99353,              0.8371,             0.01128,           0.0040337,           0.0011772,            0.006139,            0.006139,            0.006139
                  80,            0.013632,           0.0036997,           0.0013908,             0.98842,             0.99072,             0.99398,             0.81455,            0.011515,           0.0042009,            0.001084,           0.0060895,           0.0060895,           0.0060895
                  81,            0.012716,           0.0036716,           0.0013949,             0.98515,             0.98677,             0.99438,             0.83266,            0.012165,           0.0041011,           0.0010686,             0.00604,             0.00604,             0.00604
                  82,            0.012699,           0.0038136,            0.001184,             0.99714,             0.95735,             0.99143,             0.84312,            0.010703,           0.0041539,           0.0010519,           0.0059905,           0.0059905,           0.0059905
                  83,            0.013001,           0.0038753,           0.0012848,              0.9835,             0.98684,               0.995,             0.83971,            0.010184,            0.004157,           0.0010533,            0.005941,            0.005941,            0.005941
                  84,            0.016799,           0.0038274,           0.0017432,             0.98391,             0.97368,             0.99287,             0.82305,            0.011941,           0.0039615,          0.00098073,           0.0058915,           0.0058915,           0.0058915
                  85,            0.014486,           0.0037722,           0.0014273,             0.97237,             0.99188,              0.9941,             0.82239,            0.011326,           0.0041256,          0.00099919,            0.005842,            0.005842,            0.005842
                  86,             0.01307,           0.0037674,           0.0014116,             0.98104,             0.97364,             0.99375,             0.84329,            0.010298,           0.0041975,           0.0010571,           0.0057925,           0.0057925,           0.0057925
                  87,            0.012413,           0.0038571,           0.0013618,              0.9956,             0.98533,             0.99438,             0.84313,            0.011513,           0.0039095,            0.001057,            0.005743,            0.005743,            0.005743
                  88,            0.012384,           0.0036976,           0.0011642,             0.99536,             0.99098,               0.995,             0.84198,            0.011749,           0.0040197,           0.0010336,           0.0056935,           0.0056935,           0.0056935
                  89,            0.013933,            0.003756,           0.0013178,             0.99651,             0.98851,               0.995,             0.84209,            0.010502,           0.0038888,           0.0010656,            0.005644,            0.005644,            0.005644
                  90,            0.012876,           0.0038764,           0.0014345,             0.97022,             0.98684,             0.99373,              0.8473,           0.0097527,           0.0041908,           0.0010485,           0.0055945,           0.0055945,           0.0055945
                  91,            0.011563,           0.0037143,           0.0013902,             0.98258,             0.97295,             0.99265,             0.85048,           0.0089853,           0.0039853,          0.00090069,            0.005545,            0.005545,            0.005545
                  92,            0.010585,           0.0035977,          0.00094934,             0.97765,                   1,             0.99435,             0.85165,            0.011584,            0.003747,          0.00077878,           0.0054955,           0.0054955,           0.0054955
                  93,            0.012086,           0.0035899,           0.0014653,             0.97804,             0.99995,             0.99472,             0.85093,           0.0092595,           0.0038162,          0.00085876,            0.005446,            0.005446,            0.005446
                  94,            0.011844,           0.0035477,           0.0012515,             0.98965,             0.99993,               0.995,             0.82343,            0.010511,           0.0038201,           0.0009887,           0.0053965,           0.0053965,           0.0053965
                  95,            0.012266,           0.0038755,            0.001373,              0.9814,             0.99927,             0.99438,             0.85734,           0.0090087,           0.0037759,          0.00096443,            0.005347,            0.005347,            0.005347
                  96,            0.011036,           0.0036316,           0.0010358,             0.96732,                   1,             0.99347,             0.85531,           0.0094318,           0.0038721,          0.00094249,           0.0052975,           0.0052975,           0.0052975
                  97,            0.012398,           0.0035833,            0.001172,             0.97838,             0.98684,             0.99373,             0.83712,            0.011031,           0.0039364,          0.00096333,            0.005248,            0.005248,            0.005248
                  98,            0.012144,           0.0035967,           0.0014836,             0.97934,             0.98421,             0.99364,             0.84345,           0.0095153,           0.0039154,           0.0023352,           0.0051985,           0.0051985,           0.0051985
                  99,            0.012692,           0.0036086,           0.0022473,             0.99236,             0.97948,             0.99326,             0.84243,           0.0093983,           0.0040858,           0.0011351,            0.005149,            0.005149,            0.005149
                 100,            0.011734,           0.0037721,           0.0011624,             0.98975,             0.99038,             0.99379,             0.83591,           0.0096022,           0.0039068,          0.00078101,           0.0050995,           0.0050995,           0.0050995
                 101,            0.011753,           0.0035634,           0.0013857,             0.98298,             0.97665,             0.99234,             0.84947,             0.01013,           0.0040698,          0.00084487,             0.00505,             0.00505,             0.00505
                 102,            0.010747,           0.0035773,           0.0011924,               0.982,             0.99592,             0.99472,             0.86148,            0.010286,            0.003921,          0.00095448,           0.0050005,           0.0050005,           0.0050005
                 103,            0.012879,           0.0036622,           0.0014666,             0.98026,             0.99998,             0.99435,             0.85876,           0.0092489,           0.0038228,          0.00088387,            0.004951,            0.004951,            0.004951
                 104,            0.010925,           0.0035938,           0.0012446,             0.98412,             0.98244,             0.99408,             0.85286,           0.0099838,           0.0040619,          0.00084877,           0.0049015,           0.0049015,           0.0049015
                 105,            0.011283,           0.0035706,           0.0011702,             0.98601,             0.99649,             0.99435,             0.85659,            0.010134,           0.0038964,          0.00090692,            0.004852,            0.004852,            0.004852
                 106,            0.010085,            0.003461,           0.0012385,              0.9793,             0.99996,             0.99472,             0.85694,           0.0094599,           0.0037275,          0.00092483,           0.0048025,           0.0048025,           0.0048025
                 107,            0.011645,            0.003499,           0.0012853,              0.9986,             0.98837,               0.995,             0.85295,           0.0092284,           0.0037338,          0.00088694,            0.004753,            0.004753,            0.004753
                 108,            0.011457,           0.0035916,           0.0012936,              0.9851,             0.99997,               0.995,             0.86785,            0.011009,           0.0035741,          0.00083665,           0.0047035,           0.0047035,           0.0047035
                 109,            0.012409,           0.0033027,           0.0011935,             0.99063,             0.99716,               0.995,             0.85152,            0.011184,           0.0035602,          0.00090994,            0.004654,            0.004654,            0.004654
                 110,            0.010202,           0.0033201,           0.0011665,             0.99562,             0.99035,             0.99472,             0.85488,            0.010147,           0.0037428,           0.0010706,           0.0046045,           0.0046045,           0.0046045
                 111,            0.010829,           0.0032547,           0.0014405,             0.99646,             0.99007,             0.99472,             0.86034,           0.0097661,           0.0036987,          0.00095086,            0.004555,            0.004555,            0.004555
                 112,            0.011017,           0.0034077,          0.00096467,             0.98112,             0.99215,             0.99472,             0.85646,           0.0097707,           0.0038141,          0.00092023,           0.0045055,           0.0045055,           0.0045055
                 113,            0.012469,           0.0033497,           0.0013672,             0.99625,             0.98631,             0.99472,             0.86057,            0.010646,           0.0036619,          0.00090149,            0.004456,            0.004456,            0.004456
                 114,            0.013255,           0.0034499,             0.00121,             0.98592,             0.99735,               0.995,             0.84986,           0.0098523,           0.0035596,           0.0010615,           0.0044065,           0.0044065,           0.0044065
                 115,             0.01131,           0.0033299,             0.00131,             0.99659,             0.98187,             0.99283,             0.84917,           0.0099203,            0.003763,           0.0011168,            0.004357,            0.004357,            0.004357
                 116,            0.011528,           0.0034149,           0.0015245,             0.98326,             0.98959,               0.995,             0.85855,           0.0093066,           0.0038953,           0.0010239,           0.0043075,           0.0043075,           0.0043075
                 117,            0.011018,           0.0033295,           0.0015484,             0.98738,             0.99299,             0.99435,              0.8625,           0.0083438,           0.0038119,           0.0008065,            0.004258,            0.004258,            0.004258
                 118,            0.010608,           0.0034365,          0.00092008,             0.98254,             0.98634,             0.98385,             0.84789,           0.0091899,           0.0038579,          0.00068456,           0.0042085,           0.0042085,           0.0042085
                 119,            0.010933,           0.0033983,           0.0013708,             0.99855,             0.98254,             0.99381,             0.86339,           0.0096826,           0.0037403,          0.00070964,            0.004159,            0.004159,            0.004159
                 120,            0.010728,           0.0033238,           0.0012537,             0.98742,              0.9872,               0.995,             0.87311,           0.0093008,           0.0036487,          0.00076426,           0.0041095,           0.0041095,           0.0041095
                 121,           0.0089731,           0.0032731,          0.00085722,             0.98269,             0.99783,             0.99398,             0.85595,           0.0091623,           0.0037007,           0.0007083,             0.00406,             0.00406,             0.00406
                 122,            0.011049,           0.0033492,          0.00079076,             0.98633,             0.98347,             0.98745,             0.85119,           0.0089055,           0.0037029,          0.00073063,           0.0040105,           0.0040105,           0.0040105
                 123,            0.010902,           0.0032336,           0.0014445,             0.97895,                   1,             0.99472,             0.85241,           0.0092201,           0.0036101,          0.00075053,            0.003961,            0.003961,            0.003961
                 124,           0.0097095,           0.0032363,            0.001054,             0.97942,             0.99996,               0.995,             0.86081,           0.0084297,           0.0035731,          0.00073682,           0.0039115,           0.0039115,           0.0039115
                 125,            0.010537,           0.0035564,           0.0016015,             0.98644,                   1,             0.99472,             0.86414,           0.0079101,           0.0035041,          0.00070279,            0.003862,            0.003862,            0.003862
                 126,           0.0094434,           0.0035009,          0.00081244,              0.9949,               0.989,             0.99472,             0.86898,           0.0085094,           0.0035591,          0.00066744,           0.0038125,           0.0038125,           0.0038125
                 127,           0.0093304,           0.0032837,           0.0008403,             0.98347,             0.99997,             0.99472,             0.85712,           0.0089447,           0.0034951,          0.00071608,            0.003763,            0.003763,            0.003763
                 128,           0.0093775,            0.003408,           0.0008015,             0.98888,             0.99574,               0.995,              0.8552,           0.0091208,           0.0035714,          0.00071283,           0.0037135,           0.0037135,           0.0037135
                 129,            0.008715,             0.00343,          0.00075467,             0.98006,             0.99996,               0.995,             0.86728,           0.0080341,           0.0035234,          0.00071626,            0.003664,            0.003664,            0.003664
                 130,           0.0089916,           0.0030746,           0.0010916,             0.98251,             0.98682,               0.995,             0.86321,            0.010433,           0.0036272,          0.00065866,           0.0036145,           0.0036145,           0.0036145
                 131,            0.010331,           0.0034006,          0.00092183,             0.99001,             0.98679,               0.995,             0.86377,           0.0079498,            0.003517,          0.00069285,            0.003565,            0.003565,            0.003565
                 132,           0.0099632,            0.003312,           0.0013774,             0.99433,             0.98463,               0.995,             0.86546,            0.008414,           0.0035584,          0.00065062,           0.0035155,           0.0035155,           0.0035155
                 133,           0.0096094,           0.0031325,           0.0010062,             0.99002,             0.99982,               0.995,             0.87035,           0.0084139,            0.003519,          0.00062581,            0.003466,            0.003466,            0.003466
                 134,           0.0094543,           0.0031306,          0.00084189,             0.99017,             0.98866,               0.995,             0.87351,           0.0080976,           0.0036389,          0.00061458,           0.0034165,           0.0034165,           0.0034165
                 135,           0.0093286,           0.0032268,          0.00098275,             0.98785,             0.98303,               0.995,             0.86729,           0.0080025,           0.0036637,          0.00061126,            0.003367,            0.003367,            0.003367
                 136,           0.0086155,           0.0031112,          0.00077764,             0.98464,             0.98967,               0.995,              0.8647,           0.0082043,           0.0034644,          0.00061213,           0.0033175,           0.0033175,           0.0033175
                 137,           0.0093611,             0.00319,           0.0012489,              0.9926,             0.98694,               0.995,             0.86799,           0.0079718,           0.0034566,          0.00060484,            0.003268,            0.003268,            0.003268
                 138,           0.0085699,           0.0032964,          0.00073115,             0.99265,             0.99362,               0.995,             0.86139,           0.0080817,           0.0034057,          0.00056841,           0.0032185,           0.0032185,           0.0032185
                 139,           0.0086004,           0.0031091,           0.0011303,             0.98964,             0.99435,               0.995,             0.86028,           0.0082939,            0.003405,          0.00056098,            0.003169,            0.003169,            0.003169
                 140,            0.009077,           0.0031919,           0.0010096,             0.98436,                   1,               0.995,             0.86825,            0.008474,           0.0034016,          0.00054024,           0.0031195,           0.0031195,           0.0031195
                 141,           0.0096576,           0.0031149,            0.001509,             0.98462,             0.99998,               0.995,             0.85805,           0.0078601,           0.0034594,          0.00052502,             0.00307,             0.00307,             0.00307
                 142,           0.0089435,           0.0030357,          0.00080702,             0.98322,                   1,               0.995,             0.87495,           0.0088031,           0.0035036,          0.00051981,           0.0030205,           0.0030205,           0.0030205
                 143,            0.008065,           0.0031763,          0.00058914,             0.99216,             0.98116,             0.99438,              0.8554,           0.0079208,           0.0034618,          0.00053135,            0.002971,            0.002971,            0.002971
                 144,           0.0084932,           0.0031126,           0.0010659,             0.98371,             0.99285,               0.995,             0.86305,            0.008186,            0.003494,          0.00050782,           0.0029215,           0.0029215,           0.0029215
                 145,           0.0090574,           0.0029331,          0.00092588,             0.98084,             0.98346,             0.99472,             0.85314,           0.0091562,           0.0036302,          0.00050112,            0.002872,            0.002872,            0.002872
                 146,           0.0096386,           0.0030825,          0.00088524,             0.98379,             0.97487,             0.99384,             0.85375,           0.0087754,           0.0036673,          0.00054805,           0.0028225,           0.0028225,           0.0028225
                 147,           0.0080066,           0.0031685,          0.00074701,             0.96156,             0.99963,             0.99446,             0.85343,           0.0078501,           0.0037294,          0.00059572,            0.002773,            0.002773,            0.002773
                 148,           0.0084688,           0.0030893,          0.00088893,             0.97067,             0.99989,               0.995,             0.86481,           0.0076138,           0.0035078,          0.00055671,           0.0027235,           0.0027235,           0.0027235
                 149,           0.0088421,           0.0030108,          0.00078736,             0.97383,             0.99998,               0.995,             0.86009,           0.0075378,           0.0034553,          0.00051358,            0.002674,            0.002674,            0.002674
                 150,           0.0094812,           0.0031625,           0.0010901,             0.98631,             0.99857,               0.995,             0.86443,           0.0079109,           0.0032964,          0.00050353,           0.0026245,           0.0026245,           0.0026245
                 151,           0.0084482,           0.0028536,          0.00067621,             0.98921,              0.9982,               0.995,             0.86902,           0.0075356,           0.0032962,          0.00050515,            0.002575,            0.002575,            0.002575
                 152,           0.0081641,           0.0030445,          0.00064401,             0.98548,             0.99981,               0.995,             0.86647,           0.0076581,           0.0033074,          0.00052646,           0.0025255,           0.0025255,           0.0025255
                 153,            0.010375,           0.0031715,           0.0010435,             0.97305,             0.99997,               0.995,             0.85959,           0.0087363,           0.0034218,          0.00056241,            0.002476,            0.002476,            0.002476
                 154,           0.0082083,           0.0029776,          0.00084649,              0.9744,             0.99996,               0.995,             0.86723,            0.007477,           0.0034035,          0.00057483,           0.0024265,           0.0024265,           0.0024265
                 155,           0.0077743,            0.002998,          0.00069097,              0.9836,             0.99458,             0.99472,             0.85376,           0.0078926,           0.0034207,          0.00056236,            0.002377,            0.002377,            0.002377
                 156,           0.0072498,           0.0029935,          0.00065568,             0.99432,             0.98613,               0.995,             0.86245,           0.0075354,           0.0034491,          0.00053802,           0.0023275,           0.0023275,           0.0023275
